Nom abrégé;Tél. int.;C. P.;Ville;Téléphone;Fax;Vte s/souche;Date mise en vente;Date fermeture;Fam.;Raison sociale;Région                        ;Email;Représentant
LISTEL;;30220;AIGUES MORTES;04 66 51 17 00;;Non;;;;CAVES LISTEL;;;
LISTEL DMNE;;34202;SETE;04.67.46.84.14;04.67.46.84.86;Non;;;;LES DOMAINES DE LISTEL;;;
LOIRE VINI VITI;;44330;VALLET;02.40.36.69.26;02.40.36.36.70;Non;;;;LOIRE VINI VITI DISTRIBUTION;;;
LOU FREJAU;;84100;ORANGE;04.90.34.83.00;04.90.34.48.78;Non;;;;SCEA DOMAINE LOU FREJAU;;loufrejau@wanadoo.fr;
LOU RASSAQUET CELLIER;;13530;TRETS;04.42.29.20.20;04.42.29.32.03;Non;;;;CELLIER LOU BASSAQUET;;;
LOUIS DISTRIBUTION;;34500;BEZIERS;04.67.35.20.66;;Non;;;;SARL LOUIS DISTRIBUTION;;;
LP NATURE;;30470;AIMARGUES;04.66.88.03.77;04.66.88.03.60;Non;;;;SARL LP NATURE;;;
LUCIEN TRAMIER;;84150;JONQUIERES;04.90.70.65.80;04.90.70.65.80;Non;;;;SCEA MR LUCIEN TRAMIER;;;
LUNEAU ET FILS;;44330;MOUZIHON;02.40.33.95.22;;Non;;;;GAEC MICHEL LUNEAU ET FILS;;;
MABY DOMAINE;;30126;TAVEL;04.66.50.03.40;;Non;;;;MONSIEUR LE DIRECTEUR;;;
MAGNI PATRICE;;84230;CHATEAUNEUF DU PAPE;04.90.83.54.01;;Non;;;;MAGNI PATRICE EARL;;domainepatrice.magni@wanadoo.fr;
MAHUZIES;;30250;JUNAS;;;Non;;;;MAHUZIES MARIE FRANCE;;;
MAILLET;;83330;LE BEAUSSET;;;Non;;;;SA MAILLET;;;
MAINES;;16130;SECONZAC;05.45.36.48.38;05.45.36.48.36;Non;;;;LA MAISON DES MAINES;;www.maison-des-maines.com;
MAISON ROUGE;;84370;BEDARRIDES;04.90.33.10.57;;Non;;;;SARL MAISON ROUGE;;;
MAITRES VIGNERONS;;66380;PIA;;;Non;;;;SCA LES MAITRES VIGNERONS DE PIA;;;
MALAFOSSE GUILLAUME;;11240;BELVEZE-DU-RAZES;04.68.69.13.94;04.68.69.13.94;Non;;;;MALAFOSSE GUILLAUME;;;
MALEPERE;;11290;ARZENS;04.68.76.71.71;04.68.76.71.72;Non;;;;CAVE COOP LA MALEPERE;;mh.authier@cavelamalepere.fr;
MANDUEL (COOP);;30129;MANDUEL;04.66.20.29.50;04.66.20.31.71;Non;;;;SCA Les Vignerons de La Voie Romaine;;;
MANSOUR;;84200;CARPENTRAS SERRES;04.90.62.50.78;;Non;;;;DOMAINE MANSOUR;;;
MARC SCEA;;34500;BEZIERS;04.68.72.09.88;;Non;;;;SCEA MARC;;;
MARCEL GEORGE;;84230;CHATEAUNEUF DU PAPE;;;Non;;;;SCEA MARCEL GEORGE;;;
MARCHAND ROBERT;;11600;VILLALIER;06.87.59.17.13;04.68.77.13.43;Non;;;;MR MARCHAND ROBERT;;;
MARCO PAULO;;34160;SAUSSINES;04.67.86.69.46;;Non;;;;DOMAINE MARCO PAULO;;marcopaulo34@aol.fr;
MARGAROT;;30620;AUBORD;04.66.71.12.48;04.66.71.31.24;Non;;;;EARL MARGAROT ET FILS;;earldomainesmargarot@wanadoo.fr;
MARGUERITTES;;30320;MARGUERITTES;04.66.75.23.19;04.66.75.20.11;Non;;;;SCA MARGUERITTES RODILHAN;;;
MARIE;;84560;MENERBES;04.90.72.54.23;04.90.72.54.24;Non;;;;DOMAINE DE MARIE;;abressy@domainedemarie.com;
MARJOLET;;30330;GAUJAC;06.08.57.79.85;04.66.82.92.58;Non;;;;MONSIEUR LE DIRECTEUR;;;
MARRENON;;84125;PERTUIS CEDEX;04.90.08.51.95;04.90.07.30.77;Non;;;;UVCL - LES VINS MARRENON;;;
MARRON ET FILS;;07150;VALLON PONT D'ARC;04.75.37.14.67;;Non;;;;SARL MARRON ET FILS;;;
MARSEILLAN;;34340;MARSEILLAN;04.67.77.20.16;04.67.77.62.50;Non;;;;LES CAVES RICHEMER;;contact@richemer.fr;
MARTINETTE;;83510;LORGUES;04.94.73.84.93;;Non;;;;SAS LA MARTINETTE;;;
MARTY;;30600;GALLICIAN;;;Non;;;;MARTY FREDERIC;;;
MARUEJOLS LES GARDONS;;30350;MARUEJOLS LES GARDONS;04.66.83.40.52;04.66.83.44.73;Non;;;;CAVE COOPERATIVE;;;
MARY;;30190;ST ANASTASIE;06.10.65.04.27;;Non;;;;MR MARY JEAN FRANCOIS;;;
MARYSE TESSE;;34160;RESTINCLIERES;04.67.86.60.31;;Non;;;;TESSE MARYSE;;tessebenedicte@aol.com;
MAS  DE GRAND AIMARGUES;;30470;AIMARGUES;04.66.88.00.76;04.66.88.59.46;Non;;;;GFA MAS DE GRAND;;;
MAS BLANC LAURENT;;13500;MARTIGUES;06.08.63.98.42;;Non;;;;MR ERIC LAURENT;;;
MAS CLOVIS;;30130;ST ALEXANDRE;04.66.39.19.89;04.66.90.09.54;Non;;;;MAS DE CLOVIS;;masdeclovis@wanadoo.fr;
MAS D'ALBAN;;30129;MANDUEL;06.62.14.06.13;04.66.20.06.13;Non;;;;GFA MAS D'ALBAN;;;
MAS D'ANDRUM;;30129;REDESSAN;06.70.91.26.22;;Non;;;;SCEA MAS D'ANDRUM;;;
MAS D'ESPANET;;30730;ST MAMERT;04.66.81.10.27;;Non;;;;EARL MAS D'ESPANET;;masespanet@wanadoo.fr;
MAS DE LOUBES;;30800;SAINT GILLES;04.66.87.72.80;04.66.87.27.20;Non;;;;EARL MAS DE LOUBES;;masdeloubes@sfr.fr;
MAS DE MELHAN GREGOIRE;;30800;ST GILLES;04.66.87.34.06;04.66.87.34.06;Non;;;;MONSIEUR PIERRE GREGOIRE;;;
MAS DE REILHE(SAUVAIRE);;30260;CRESPIAN;04.66.77.89.71;04.66.77.89.71;Non;;;;SAUVAIRE HERVE;;;
MAS DES ESCLOTS (VARIN);;30900;NIMES;04.66.38.17.89;;Non;;;;Mr Edouard Varin d'Ainvellle;;;
MAS DU BOSC;;30300;BEAUCAIRE;04.66.01.12.98;;Non;;;;Scea du Mas du Bosc;;SIREN : 414 343 053;
MAS FAVIER GAEC RIVIERE;;34380;ST MARTIN DE LONDRES;06.71.72.52.77;04.67.55.65.71;Non;;;;GAEC RIVIERE;;;
MAS HIVERNATY MARGAROT;;30140;LE CAILAR;06.85.33.36.30;04.66.88.53.13;Non;;;;SCEA GUILLERME MARGAROT;;;
MAS REY (DE);;13200;ARLES;04.90.96.11.84;;Non;;;;SCA MAS DE REY;;;
MAS ST LOUIS;;84230;CHATEAUNEUF DU PAPE;;;Non;;;;MAS ST LOUIS - MR GENIEST;;;
MAS ST PAUL DES ROMAINS;;30300;JONQUIERES ST VINCENT;06.09.08.43.98;;Non;;;;EARL LAS PLANES;;;
MATHAEL;;34800;CLERMONT  L'HERAULT;06.61.75.71.34;09.63.59.09.56;Non;;;;EARL LES VINS DE MATHAEL;;lesvinsdemathael@gmail.com;
MAUCOIL;;84231;CHATEAUNEUF DU PAPE;;;Non;;;;CHATEAU MAUCOIL SCEA;;;
MAUGUIO;;34130;MAUGUIO;04.67.29.30.21;;Non;;;;CAVE COOPERATIVE DE MAUGUIO;;;
MAUPAS;;84110;PUYMERAS;04.90.46.47.43;04.90.46.48.51;Non;;;;EARL LE PUY DE MAUPAS;;sauvayre@puy-du-maupas.com;
MAUREILHAN (COOP);;34310;QUARANTE;;;Non;;;;U.V DU ROUEIRE/MAUREILHAN;;;
MAX AUBERT SCEA;;84290;STE CECILE LES VIGNES;;;Non;;;;MAX AUBERT SCEA;;;
MAZAN;;84380;MAZAN;04.90.69.70.31;04.90.69.87.41;Non;;;;CAVE COOPERATIVE VINICOLE;;secretariat@cotes-du-ventoux.com;
MEFFRE GABRIEL;;84190;GIGONDAS;06.24.70.54.15;04.90.12.32.19;Non;;;;G.M.D.F SAS GROUPE GABRIEL MEFFRE;;;
MEJEAN TAULIER;;30126;TAVEL;04.66.50.04.02;;Non;;;;MEJEAN TAULIER SCEA;;;
MELLET;;30600;GALLICIAN;06 73 12 34 50;;Non;;;;EARL DOMAINE DE MELLET;;;
MENDOZA ALEXANDRE;;34210;BEAUFORT;06.11.39.69.82;;Non;;;;MENDOZA ALEXANDRE;;alexmendoza@orange.fr;
MENJUCQ SARL;;11000;CARCASSONNE;04.68.25.20.55;;Non;;;;VINS MENJUCQ SARL;;;
MERCIER PAUL;;84350;COURTHEZON;;;Non;;;;EARL MERCIER PAUL;;;
MERMIAN;;34300;AGDE;04.67.94.19.70;;Non;;;;GFA DE MERMIAN TRADITION;;;
MESTRE JACQUES;;84230;CHATEAUNEUF DU PAPE;04.90.83.74.33;04.90.83.52.98;Non;;;;MESTRE JACQUES;;;
METAIRIE DE PRADELS;;34130;QUARANTE;04.67.89.40.11;;Non;;;;EARL METAIRIE DE PRADELS;;;
METGE;;30610;SAUVE;04.66.77.55.51;;Non;;;;MR METGE JEAN YVES;;;
MISTRAL;;13130;BERRE L'ETANG;04.42.85.40.11;04.42.74.12.55;Non;;;;LES VIGNERONS DE MISTRAL;;vigneronsmisral@aol.com;
MOINE;;30640;BEAUVOISIN;04.66.73.30.22;04.66.73.34.23;Non;;;;EARL PHILIPPE ET VALERIE MOINE;;belairlacote@orange.fr;
MOLINIER;;30600;VAUVERT;04.66.73.30.64;04.66.73.34.13;Non;;;;S.C.E.A VIGNOBLES MOLINIER;;;
MONAHAN RAYMOND;;30610;VILLESEQUE;04.66.03.16.37;;Non;;;;MR MONAHAN RAYMOND;;;
MONIQUE FRAISSINET;;30126;TAVEL;;;Non;;;;MME MONIQUE FRAISSINET;;;
MONSERET;;11200;MONTSERET;04.68.43.32.73;04.68.43.31.43;Non;;;;CAVE COOPERATIVE DE MONTSERET;;scvmontseret@wanadoo.fr;
MONT REDON;;84230;CHATEAUNEUF DU PAPE;04.90.83.72.75;04.90.83.77.20;Non;;;;CHATEAU MONT REDON SA;;;
MONT TAUCH;;11350;TUCHAN;04.68.45.41.08;04.68.45.45.29;Non;;;;SICA CAVES DU MONT TAUCH;;;
MONTAGNAC ( COOP);;30350;MONTAGNAC;04.66.80.51.37;;Non;;;;CAVE COOPERATIVE DE MONTAGNAC;;;
MONTAGNIER;;13150;TARASCON;04.90.91.35.70;04.90.91.41.18;Non;;;;EARL MONTAGNIER JEAN ET MICHEL;;;
MONTAUD (COOP);;34160;MONTAUD;04.67.86.94.55;04.67.86.11.70;Non;;;;CELLIER DU VAL DES PINS;;valdespins@wanadoo.fr;
MONTBAZIN;;34560;MONTBAZIN;04.67.18.63.80;;Non;;;;CAVE COOPERATIVE DE MONTBAZIN;;;
MONTCIGALE;;30300;BEAUCAIRE;04.66.59.74.00;04.66.59.74.85;Non;;;;S.A MONCIGALE;;;
MONTEIL CAVE;;34590;MARSILLARGUES;;;Non;;;;Mr  MONTEIL;;;
MONTFAUCON;;30150;MONTFAUCON;04.66.50.37.19;;Non;;;;MONSIEUR LE DIRECTEUR DU DOMAINE;;;
MONTFRIN;;30490;MONTFRIN;04.66.57.53.63;04.66.57.55.50;Non;;;;SCA CAVE COOPERATIVE INTERCOMMUNALE;;cave.coop.montfrin@wanadoo.fr;
MONTJOIE;;34500;BEZIERS;04.67.28.59.16;;Non;;;;DOMAINE DE MONTJOIE;;;
MONTMOUREL;;34800;ASPIRAN;06.15.40.47.09;;Non;;;;MR COSTAL JEREMIE/DOMAINE MONTMOUREL;;;
MONTPELLIER;;34070;MONTPELLIER;;;Non;;;;CAVE COOPERATIVE;;;
MONTPEYROUX (COOP);;34150;MONTPEYROUX;04.67.96.61.08;04.67.88.60.91;Non;;;;SCA LES COTEAUX DU CASTELLAS;;montpeyroux-carolynne@orange.fr;
MONTPEZAT (COOP);;30730;MONTPEZAT;04.66.81.10.62;04.66.63.29.82;Non;;;;Cave cooperative des Coteaux;;;
MONTROCHE;;30900;NIMES;06.87.74.50.10;;Non;;;;SCEA DOMAINE DE MONTROCHE;;;
MORICELLY;;84850;CAMARET;04.90.37.79.58;04.90.37.75.20;Non;;;;EARL MORICELLY;;;
MORILLE;;44450;LE CHAPELLE BASSE MER;02.40.06.34.09;;Non;;;;ANNE ET JEAN-MICHEL MORILLE;;;
MOULEZAN (COOP);;30350;MOULEZAN;04.66.77.81.02;04.66.77.86.87;Non;;;;SCA LES COTEAUX DE LA COURME;;;
MOULIN DE LENE DMNE;;34480;MAGALAS;04.67.36.06.32;;Non;;;;DOMAINE DU MOULIN DE LENE;;;
MOURGUES DMNE;;34500;BEZIERS;04.67.28.19.21;;Non;;;;SCEA DOMAINE ELISABETH MOURGUES;;;
MOUSQUETAIRES;;84190;VACQUEYRAS;04.90.65.80.40;;Non;;;;MR REMI MAYRE;;;
MOUTET 2;;30730;FONS;04.66.81.11.07;;Non;;;;MOUTET PIERRE;;pm66@sfr.fr;
MOUTET PHILIPPE;;30730;FONS;06.15.01.50.44;;Non;;;;MR MOUTET PHILIPPE;;;
MOVIALSA;;13610;CAMPO DE CRIPTANA;0034926589650;0034 926 562216;Non;;;;MOVIALSA;;;
MOYNIER;;34400;ST  CHRISTOL;04.67.86.02.10;04.67.86.07.71;Non;;;;MR MOYNIER LUC;;luc.moynier@wanadoo.fr;
MT MONTROSE;;34120;TOURBES;04.67.98.63.33;;Non;;;;SARL MONTROSE;;;
MUJOLAN;;34690;FABREGUES;04 67 85 11 06;04 67 70 26 63;Non;;;;Indivision de Forton;;;
MULTIVIN SAS;;11200;LEZIGNAN CORBIERES;04.68.33.32.22;04.68.27.55.16;Non;;;;MULTIVIN SAS;;multivin@hotmail.fr;
MURVIELS LES BEZIERS;;34490;MURVIELS LES BEZIERS;04.67.37.87.51;04.67.37.78.72;Non;;;;SCV LES COTEAUX DE RIEUTORT;;;
NAVARRE PIERRETTE;;34460;ROQUEBRUN;04.67.89.52.31;;Non;;;;MME NAVARRE PIERRETTE;;;
NEGOCE GUITARD;;30670;AIGUES VIVES;04.66.51.78.15;;Non;;;;SARLU DOMAINES CHARLES GUITARD NEGOCE;;;
NICOLAS;;31620;FRONTON;05 62 22 97 40;05.62.22.97.49;Non;;;;ETS CLAUDE NICOLAS;;;
NOTRE DAME DES NEIGES;;07590;ST ETIENNE DE LUGDARES;;;Non;;;;S.A.A Notre Dame Des Neiges;;;
NOVES;;13550;NOVES;04.90.94.01.30;04.90.92.94.85;Non;;;;CAVE COOPERATIVE VINICOLE;;;
NYONS;;26110;NYONS;04.75.26.95.00;04.75.26.95.02;Non;;;;SCA DU NYONSAIS;;j.rouayroux@vignolis.fr;
OGIER;;84232;CHATEAUNEUF DU PAPE;04.90.39.32.32;04.90.83.72.51;Non;;;;OGIER ET FILS SA;;;
OLIVE TRANSPORTS;;11590;SALLELES D'AUDE;04.68.32.17.72;04.68.65.24.40;Non;;;;TRANSPORTS OLIVE;;;
OLIVIER;;34160;BOISSERON;04.99.63.08.65;;Non;;;;OLIVIER ANDRE;;;
OLIVIER CAVE;;34130;MAUGUIO;;;Non;;;;CAVE DMNE OLIVIER;;;
ONDE-MORIN;;84260;SARRIANS;04.90.65.37.84;04.90.65.43.14;Non;;;;EARL ONDE-MORIN;;coralie.onde@deomaine-de-la-ganse.fr;
ORGNAC;;07150;ORGNAC;04.75.38.60.08;;Non;;;;CAVE COOPERATIVE VINICOLE;;;
ORSAN;;30200;ORSAN;04.66.90.10.05;;Non;;;;Sca les vignerons d' Orsan;;;
OURCIERE DANIELLE;;30390;DOMAZAN;04.66.80.00.09;;Non;;;;MME DANIELLE OURCIERE;;;
OUVEILLAN (COOP);;11590;OUVEILLAN;04 68 46 81 45;04 68 46 93 96;Non;;;;LES VIGNERONS DU NARBONNAIS;;embouteillage@coopnarbonnais.fr;
PAGES / SCEA DU ST LAURENT;;34130;CAPESTANG;06.12.56.36.81;04.67.93.45.08;Non;;;;M PAGES / SCEA DU SAINT LAURENT;;;
PAGES1;;81310;LISLE SUR TARN;05.63.40.47.38;05.63.33.33.21;Non;;;;GAEC PAGES PERE ET FILS;;thpages@wanadoo.fr;
PAILHES/VUILLOD DMNE;;34500;BEZIERS;04.67.30.31.67;;Non;;;;INDIVISION DE VUILLOD JPH;;;
PAPITE;;84230;CHATEAUNEUF DU PAPE;04.90.83.74.27;04.90.83.53.48;Non;;;;SCEA DU DOMAINE LE PERE PAPITE;;;
PARADIS  (DMNE LE PIAN);;30350;MOULEZAN;04.66.77.81.25;;Non;;;;SCEA LE PARADIS;;;
PARAZA;;11200;PARAZA;04.68.43.20.87;;Non;;;;SCEA DE VINIFICATION;;;
PASCAL ANNE-MARIE;;34290;ALIGNAN DU VENT;06.14.14.45.16;04.67.24.93.91;Non;;;;M.PASCAL;;domainesaintetienne@yahoo.fr;
PASCAL1;;34700;LODEZE;06.61.75.43.73;;Non;;;;PASCAL PATRICK;;;
PATRICK PEYROLLE;;30250;ASPERES;04.66.80.03.56;;Non;;;;PATRICK PEYROLLE;;;
PAYAN;;30650;SAZE;;;Non;;;;PAYAN AGNES;;;
PAZAC;;30840;MEYNES;04.66.57.59.95;04.66.81.73.37;Non;;;;SCA LES GRANDS VINS DE PAZAC;;cavedepazac@aol.com;
PECH MAO;;11130;SIGEAN;04.68.48.44.50;04.68.48.44.50;Non;;;;EARL PECH MAO;;;
PEGAU;;84230;CHATEAUNEUF DU PAPE;04.90.83.72.70;04.90.83.53.02;Non;;;;DOMAINE DU PEGAU;;pegau@pegau.com;
PEILLARD CHRISTIAN;;30100;ALES;04.66.78.90.07;;Non;;;;MR PEILLARD CHRISTIAN;;;
PELISSANNE;;13330;PELISSANNE;04.90.55.04.66;04.90.55.10.85;Non;;;;CAVE COOPERATIVE VINICOLE;;cave.pelissanne@orange.fr;
PENVAL WINES SAS;;11100;NARBONNE;04.68.42.38.92;04.68.42.59.99;Non;;;;PENVAL WINES SAS;;;
PERE PAPE DOMAINE;;84231;CHATEAUNEUF DU PAPE;04.90.83.70.16;04.90.83.50.47;Non;;;;SCEA DOMAINE DU PERE PAPE;;;
PERLINO (COOP);;14100;ASTI;0039.0141.4468.11;0039.0141.4468.44;Non;;;;Perlino S.R.L;;;
PERRET BERNARD;;30200;BAGNOLS SUR CEZE;06.58.67.48.15;;Non;;;;PERRET BERNARD;;;
PERRIER;;30260;VIC LE FESQ;06.03.36.50.07;;Non;;;;PERRIER ERIC;;;
PERRIN;;84100;ORANGE;04.90.11.12.00;04.90.11.12.19;Non;;;;PERRIN ET FILS SA;;contact@beaucastel.com;
PERRUFEL ETS;;63220;BEURIERES;;;Non;;;;ETS PERRUFEL;;;
PETIT ST ANDRE;;30800;ST GILLES;04.66.87.30.27;04.66.23.80.74;Non;;;;EARL ST ANDRE;;salimandres@wanadoo.fr;
PEYRES;;34290;LIEURAN LES BEZIERS;04.67.36.15.58;;Non;;;;GAEC DES PEYRES;;;
PEYRIAC DE MER;;11440;PEYRIAC DE MER;04.68.41.78.41;;Non;;;;CAVE COOPERATIVE;;;
PEYROLLE J.BAPTISTE;;34270;VACQUIERES;04.67.55.99.50;04.67.55.99.50;Non;;;;PEYROLLE JEAN BAPTISTE;;jjpeyrolle@yahoo.fr;
PEYTAVIN (MAS LA BASTIDE);;30210;CABRIERES;04.66.75.02.70;;Non;;;;Madame Peytavin Maryvonne;;;
PHARAMOND DANIEL;;84000;AVIGNON;;;Non;;;;MR PHARAMOND DANIEL;;;
PHETISSON GILLES;;84600;VALREAS;06.08.09.96.86;;Non;;;;EARL GILLES PHETISSON;;;
PHILIPPE (SCEA SAINT);;34530;MONTAGNAC;04.67.24.00.13;04.67.24.69.71;Non;;;;SCEA SAINT PHILIPPE;;;
PIERRES VIEILLES;;84110;VAISON LA ROMAINE;04 90 36 30 85;04 90 28 73 98;Non;;;;GAEC DE PIERRES VIEILLES;;;
PIGILLE;;30210;COLLIAS;04.66.22.80.93;;Non;;;;EARL PIGILLE;;;
PIGNAN;;34570;PIGNAN;04.67.47.70.15;04.67.47.82.74;Non;;;;UNION UCRCM;;cave.cooperative.pignan@wanadoo.fr;
PIMONT;;71960;LA ROCHE VINEUSE;03.85.37.71.05;03.85.37.79.25;Non;;;;ETS PIMONT;;contact@vins-pimont.com;
PINO CLAUDE;;66000;PERPIGNAN;06.07.58.20.87;;Non;;;;Mr PINO CLAUDE;;;
PIOTEYRY;;42480;LA FOUILLOUSE;;;Non;;;;CAVE PIOTEYRY;;;
PITOT;;30610;ST NAZAIRE DES GARDIES;06.74.36.16.99;;Non;;;;MR DANIEL PITOT;;;
PLAIMONT;;32100;CONDOM;05.62.28.12.16;05.62.68.39.62;Non;;;;SICA BALISCA;;c_garzuel@terredegascognes.fr;
PLANTIER;;84370;BEDARRIDES;04.90.33.14.69;04.90.33.14.69;Non;;;;EARL LE GRAND PLANTIER;;;
POMPIGNAN (COOP);;30170;POMPIGNAN;04.66.77.21.85;04.66.77.92.04;Non;;;;S.C.A Des Vignerons de Pompignan;;;
PONT LE VOY;;30330;SAINT PAUL LES FONTS;04.66.82.08.29;;Non;;;;SCEA DOMAINE DE PONT LE VOY;;;
PONT ST ESPRIT;;30130;PONT ST ESPRIT;;;Non;;;;CAVE COOPERATIVE DE;;;
PORTALIER FRERES;;30170;ST HIPPOLYTE DU FORT;04.66.77.94.84;04.66.77.94.84;Non;;;;EARL PORTALIER FRERES;;06.21.03.27.79;
PORTEL (COOP);;11490;PORTEL DES CORBIERES;04.68.48.28.05;04.68.48.45.92;Non;;;;LES CAVES ROCBERES;;philipperocbere@orange.fr;
POUIZIN DENIS;;84600;VALREAS;06.25.59.11.15;04.90.37.40.86;Non;;;;EARL POUIZIN DENIS ET HERVE;;;
POUJAT;;33530;BASSENS;05.56.06.05.06;05.56.06.13.94;Non;;;;POUJAT FRERES;;;
POUJOL ANDRE;;34725;SAINT SATURNIN;04.67.96.61.51;;Non;;;;POUJOL ANDRE;;;
POUJOLAT;;34290;BASSAN;06.14.50.25.15;04.67.36.38.62;Non;;;;DOMAINE LE PECH POUJOLAT;;jean.chabrat@neuf.fr;
POUZAC;;34920;SERVIAN;04.67.39.10.37;;Non;;;;GFA DE POUZAC;;;
POUZOLLES (COOP);;34480;POUZOLLES;04.67.24.61.62;;Non;;;;U.C.A LE TARRAL POUZOLLES;;;
PRADAL;;07220;SAINT MONTAN;04.75.52.60.30;04.75.52.65.56;Non;;;;EARL PRADAL PERE ET FILS;;GILLES06.88.52.08.47;
PRADES JEAN;;34490;THEZAN LES BEZIERS;04.67.36.31.10;;Non;;;;PRADES JEAN;;elisabeth.meisl@wanadoo.fr;
PREAU;;34203;SETE;04.67.18.60.00;04.67.18.96.96;Non;;;;SARL PREAU;;epreau@wanadoo.fr;
PTE CASSAGNE;;30800;ST GILLES;06.03.53.62.12;04.66.87.32.86;Non;;;;SCEA LE CEP DE DIANE;;;
PUECH BERTHIER;;30190;CASTELNAU VALENCE;04.66.83.39.19;;Non;;;;EARL DOMAINE PUECH BERTHIER;;;
PUILACHER;;34230;PUILACHER;04 67 96 72 36;04 67 88 75 54;Non;;;;CLOCHERS ET TERROIRS;;jltrinquier@neuf.fr;
PUISSERGUIER;;34620;PUISSERGUIER;04.67.93.74.03;04.67.93.87.73;Non;;;;SCAV LES VIGNERONS DE PUISSERGUIER;;;
PUYMERAS;;84110;PUYMERAS;04.90.46.40.78;04.90.46.43.32;Non;;;;CAVE LA COMTADINE;;www.cavelacomtadine.com;
QUARANTE;;34310;QUARANTE;04.67.89.40.39;04.67.89.34.10;Non;;;;COOP DE QUARANTE;;;
QUISSAC;;30260;QUISSAC;04.66.77.38.17;04.66.77.13.37;Non;;;;LES VIGNERONS DE QUISSAC;;vigneronne.quissacoise@wanadoo.fr;
RAJA MARLENE;;34500;BEZIERS;04.67.11.21.28;;Non;;;;RAJA MARLENE;;;
RANDON;;34120;PEZENAS;04.67.98.33.46;;Non;;;;RANDON/ CHATEAU ST ANDRE;;;
RAPHAEL MICHEL;;84420;PIOLENC;04.90.34.06.07;04.90.34.79.85;Non;;;;ETS RAPHAEL MICHEL;;www.raphael-michel.com;
RATIER EARL;;34270;SAINT MATHIEU DE TREVIERS;04.67.55.35.17;;Non;;;;EARL RATIER;;domainedelavieille@orange.fr;
REBOUL GERARD;;30620;AUBORD;04.66.71.39.76;;Non;;;;MR REBOUL GERARD;;;
REBOUL1;;30150;ROQUEMAURE;04 30 39 15 40;;Non;;;;M. REBOUL ERIC;;domaine.la.cavaliere@live.fr;
REDESSAN;;30129;REDESSAN;04.66.20.22.06;04.66.20.59.41;Non;;;;SCV CELLIER DU BONDAVIN;;cellierdubondavin@hotmail.com;
REGOL CHARLIE;;34120;PEZENAS;04.67.98.95.19;;Non;;;;REGOL CHARLIE;;;
RELAGNES;;84230;CHATEAUNEUF DU PAPE;04.90.45.41.79;04.90.83.52.16;Non;;;;Scea Domaine des RELAGNES;;;
RELAIS VIEUX;;30126;TAVEL;04.32.76.32.35;;Non;;;;GAEC DOMAINE DU VIEUX RELAIS;;;
REMOULINS;;30210;REMOULINS;04.66.37.14.51;;Non;;;;CAVE COPERATIVE DE REMOULNS;;;
RENOUARD;;30600;VAUVERT;06.15.38.63.07;;Non;;;;SARL DOMAINES VITICOLES RENOUARD;;;
REQUIN HENRIETTE;;84140;MONTFAVET;04.90.33.38.73;;Non;84140;;;MADAME HENRIETTE REQUIN;;;
REY GABRIEL;;84190;GIGONDAS;04.90.65.86.22;;Non;;;;STE GABRIEL  REY;;contact@gabrielrey.fr;
REYNOLD DE SERESIN;;30200;SABRAN;04.66.79.96.24;;Non;;;;MR REYNOLD DE SERESIN;;;
RHODANIENNE;;30210;CASTILLON DU GARD;;;Non;;;;COMPAGNIE RHODANIENNE;;;
RHONE RIVE DROITE;;30300;JONQUIERES ST VINCENT;04.66.01.10.39;04.66.01.14.90;Non;;;;SAS RHONE RIVE DROITE;;;
RHONE TERROIR;;26790;TULETTE;04.75.96.20.44;04.75.97.33.41;Non;;;;SA RHONE TERROIR;;;
RICHARDS DMNE;;84150;VIOLES;04.90.70.93.73;;Non;;;;SCEA DOMAINE DES RICHARDS;;;
RICHE CLAUDE;;84230;CHATEAUNEUF DU PAPE;04.90.83.72.63;;Non;;;;RICHE CLAUDE SCEA;;;
RICHEMER HENRI;;34340;MARSEILLAN;04.67.77.20.16;04.67.77.62.50;Non;;;;LES CAVES HENRI RICHEMER;;;
RICOME DOMINIQUE;;30510;GENERAC;04.66.01.32.20;04.66.01.92.24;Non;;;;SARL RICOME VIGNERONS;;valcombe@wanadoo.fr;
RIEDER;;13350;CHARLEVAL DE PROVENCE;04.42.28.40.24;;Non;;;;MONSIEUR RAOUL RIEDER;;belloteric@orange.fr;
RIEUSSEC GERARD;;34210;FELINES MINERVOIS;04.68.91.44.56;;Non;;;;RIEUSSEC GERARD;;;
RIGAL1;;34160;MONTAUD;04.67.86.94.34;;Non;;;;MR RIGAL ETIENNE;;;
RIUI COSTE;;84350;COURTHEZON;04.90.51.03.62;04.90.51.03.62;Non;;;;EARL COSTE RIEU;;domainelepointu@freesurf.fr;
RIUS JEAN;;66510;ST HIPPOLYTE;04.68.28.31.81;;Non;;;;RIUS JEAN;;;
ROBELIN CALVISSON;;30420;CALVISSON;04.66.01.40.58;04.66.01.42.20;Non;;;;SNC ROBELIN PERE ET FILS;;snc.robelin@wanadoo.fr;
ROBERT LUC;;30630;VERFEUIL;04.66.72.92.71;;Non;;;;MONSIEUR ROBERT LUC;;lucrobert9087@neuf.fr;
ROC EPINE;;30126;TAVEL;;;Non;;;;DOMAINE ROC EPINE SARL;;;
ROC ET COLOMBE;;30210;REMOULINS;;;Non;;;;EARL ROC ET COLOMBE;;;
